id;category;date;label;value;user_id
1459;Estrés;"2025-04-01 00:00:00.000000";"Cantidad de estrés diario.";3;2824b15c-ae6c-40bf-9dee-06602ab9a92a
1460;Estrés;"2025-04-01 00:00:00.000000";"Habilidad para gestionar el estrés.";2;2824b15c-ae6c-40bf-9dee-06602ab9a92a
1461;Otro;"2025-04-01 00:00:00.000000";"Regla 1";0;2824b15c-ae6c-40bf-9dee-06602ab9a92a
1462;Descanso;"2025-04-01 00:00:00.000000";"¿Has dormido suficiente?";4;982146c0-4d88-4da8-97c6-8f8e3b1fa4bc
1463;Descanso;"2025-04-01 00:00:00.000000";"Nivel de energía al despertar.";4;982146c0-4d88-4da8-97c6-8f8e3b1fa4bc
1464;Comida;"2025-04-01 00:00:00.000000";"Calidad de tu alimentación.";4;982146c0-4d88-4da8-97c6-8f8e3b1fa4bc
1465;Comida;"2025-04-01 00:00:00.000000";"Satisfacción con tu alimentación.";4;982146c0-4d88-4da8-97c6-8f8e3b1fa4bc
1466;Estrés;"2025-04-01 00:00:00.000000";"Cantidad de estrés diario.";4;982146c0-4d88-4da8-97c6-8f8e3b1fa4bc
1467;Estrés;"2025-04-01 00:00:00.000000";"Habilidad para gestionar el estrés.";3;982146c0-4d88-4da8-97c6-8f8e3b1fa4bc
1468;Descanso;"2025-04-01 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1469;Descanso;"2025-04-01 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1470;Comida;"2025-04-01 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1471;Comida;"2025-04-01 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1472;Estrés;"2025-04-01 00:00:00.000000";"Cantidad de estrés diario.";2;c64d0195-a021-4e97-9a2d-e53cee9ec721
1473;Estrés;"2025-04-01 00:00:00.000000";"Habilidad para gestionar el estrés.";3;c64d0195-a021-4e97-9a2d-e53cee9ec721
1474;Descanso;"2025-04-01 00:00:00.000000";"¿Has dormido suficiente?";3;38a196b4-1fea-4df0-b741-8b6622338f8e
1475;Descanso;"2025-04-01 00:00:00.000000";"Nivel de energía al despertar.";3;38a196b4-1fea-4df0-b741-8b6622338f8e
1476;Comida;"2025-04-01 00:00:00.000000";"Calidad de tu alimentación.";4;38a196b4-1fea-4df0-b741-8b6622338f8e
1477;Comida;"2025-04-01 00:00:00.000000";"Satisfacción con tu alimentación.";4;38a196b4-1fea-4df0-b741-8b6622338f8e
1478;Estrés;"2025-04-01 00:00:00.000000";"Cantidad de estrés diario.";1;38a196b4-1fea-4df0-b741-8b6622338f8e
1479;Estrés;"2025-04-01 00:00:00.000000";"Habilidad para gestionar el estrés.";4;38a196b4-1fea-4df0-b741-8b6622338f8e
1480;Descanso;"2025-04-02 00:00:00.000000";"¿Has dormido suficiente?";2;4f4d21a9-1e98-4663-8e13-7b9d400b0c5a
1481;Descanso;"2025-04-02 00:00:00.000000";"Nivel de energía al despertar.";1;4f4d21a9-1e98-4663-8e13-7b9d400b0c5a
1482;Comida;"2025-04-02 00:00:00.000000";"Calidad de tu alimentación.";4;4f4d21a9-1e98-4663-8e13-7b9d400b0c5a
1483;Comida;"2025-04-02 00:00:00.000000";"Satisfacción con tu alimentación.";4;4f4d21a9-1e98-4663-8e13-7b9d400b0c5a
1484;Estrés;"2025-04-02 00:00:00.000000";"Cantidad de estrés diario.";3;4f4d21a9-1e98-4663-8e13-7b9d400b0c5a
1485;Estrés;"2025-04-02 00:00:00.000000";"Habilidad para gestionar el estrés.";3;4f4d21a9-1e98-4663-8e13-7b9d400b0c5a
1486;Descanso;"2025-04-02 00:00:00.000000";"¿Has dormido suficiente?";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1487;Descanso;"2025-04-02 00:00:00.000000";"Nivel de energía al despertar.";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1488;Comida;"2025-04-02 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1489;Comida;"2025-04-02 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1490;Estrés;"2025-04-02 00:00:00.000000";"Cantidad de estrés diario.";1;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1491;Estrés;"2025-04-02 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1492;Descanso;"2025-04-02 00:00:00.000000";"¿Has dormido suficiente?";5;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1493;Descanso;"2025-04-02 00:00:00.000000";"Nivel de energía al despertar.";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1494;Comida;"2025-04-02 00:00:00.000000";"Calidad de tu alimentación.";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1495;Comida;"2025-04-02 00:00:00.000000";"Satisfacción con tu alimentación.";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1496;Estrés;"2025-04-02 00:00:00.000000";"Cantidad de estrés diario.";2;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1497;Estrés;"2025-04-02 00:00:00.000000";"Habilidad para gestionar el estrés.";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1498;Descanso;"2025-04-02 00:00:00.000000";"¿Has dormido suficiente?";5;9a03b075-46cc-4f91-a672-6246f55b58a6
1499;Descanso;"2025-04-02 00:00:00.000000";"Nivel de energía al despertar.";4;9a03b075-46cc-4f91-a672-6246f55b58a6
1500;Comida;"2025-04-02 00:00:00.000000";"Calidad de tu alimentación.";4;9a03b075-46cc-4f91-a672-6246f55b58a6
1501;Comida;"2025-04-02 00:00:00.000000";"Satisfacción con tu alimentación.";3;9a03b075-46cc-4f91-a672-6246f55b58a6
1502;Estrés;"2025-04-02 00:00:00.000000";"Cantidad de estrés diario.";2;9a03b075-46cc-4f91-a672-6246f55b58a6
1503;Estrés;"2025-04-02 00:00:00.000000";"Habilidad para gestionar el estrés.";4;9a03b075-46cc-4f91-a672-6246f55b58a6
1504;Descanso;"2025-04-02 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1505;Descanso;"2025-04-02 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1506;Comida;"2025-04-02 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1507;Comida;"2025-04-02 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1508;Estrés;"2025-04-02 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
1509;Estrés;"2025-04-02 00:00:00.000000";"Habilidad para gestionar el estrés.";2;c64d0195-a021-4e97-9a2d-e53cee9ec721
1510;Descanso;"2025-04-02 00:00:00.000000";"¿Has dormido suficiente?";4;38a196b4-1fea-4df0-b741-8b6622338f8e
1511;Descanso;"2025-04-02 00:00:00.000000";"Nivel de energía al despertar.";3;38a196b4-1fea-4df0-b741-8b6622338f8e
1512;Comida;"2025-04-02 00:00:00.000000";"Calidad de tu alimentación.";4;38a196b4-1fea-4df0-b741-8b6622338f8e
1513;Comida;"2025-04-02 00:00:00.000000";"Satisfacción con tu alimentación.";4;38a196b4-1fea-4df0-b741-8b6622338f8e
1514;Estrés;"2025-04-02 00:00:00.000000";"Cantidad de estrés diario.";1;38a196b4-1fea-4df0-b741-8b6622338f8e
1515;Estrés;"2025-04-02 00:00:00.000000";"Habilidad para gestionar el estrés.";4;38a196b4-1fea-4df0-b741-8b6622338f8e
1516;Descanso;"2025-04-02 00:00:00.000000";"¿Has dormido suficiente?";3;772dc7d2-4c6b-4274-bacd-0b5a390b77d8
1517;Descanso;"2025-04-02 00:00:00.000000";"Nivel de energía al despertar.";5;772dc7d2-4c6b-4274-bacd-0b5a390b77d8
1518;Comida;"2025-04-02 00:00:00.000000";"Calidad de tu alimentación.";4;772dc7d2-4c6b-4274-bacd-0b5a390b77d8
1519;Comida;"2025-04-02 00:00:00.000000";"Satisfacción con tu alimentación.";4;772dc7d2-4c6b-4274-bacd-0b5a390b77d8
1520;Estrés;"2025-04-02 00:00:00.000000";"Cantidad de estrés diario.";3;772dc7d2-4c6b-4274-bacd-0b5a390b77d8
1521;Estrés;"2025-04-02 00:00:00.000000";"Habilidad para gestionar el estrés.";3;772dc7d2-4c6b-4274-bacd-0b5a390b77d8
1522;Descanso;"2025-04-01 00:00:00.000000";"¿Has dormido suficiente?";5;e5c5a979-8891-47ec-8c4d-782329bb8522
1523;Descanso;"2025-04-01 00:00:00.000000";"Nivel de energía al despertar.";5;e5c5a979-8891-47ec-8c4d-782329bb8522
1524;Comida;"2025-04-01 00:00:00.000000";"Calidad de tu alimentación.";5;e5c5a979-8891-47ec-8c4d-782329bb8522
1525;Comida;"2025-04-01 00:00:00.000000";"Satisfacción con tu alimentación.";5;e5c5a979-8891-47ec-8c4d-782329bb8522
1526;Estrés;"2025-04-01 00:00:00.000000";"Cantidad de estrés diario.";4;e5c5a979-8891-47ec-8c4d-782329bb8522
1527;Estrés;"2025-04-01 00:00:00.000000";"Habilidad para gestionar el estrés.";4;e5c5a979-8891-47ec-8c4d-782329bb8522
1528;Descanso;"2025-04-02 00:00:00.000000";"¿Has dormido suficiente?";5;e5c5a979-8891-47ec-8c4d-782329bb8522
1529;Descanso;"2025-04-02 00:00:00.000000";"Nivel de energía al despertar.";4;e5c5a979-8891-47ec-8c4d-782329bb8522
1530;Comida;"2025-04-02 00:00:00.000000";"Calidad de tu alimentación.";4;e5c5a979-8891-47ec-8c4d-782329bb8522
1531;Comida;"2025-04-02 00:00:00.000000";"Satisfacción con tu alimentación.";3;e5c5a979-8891-47ec-8c4d-782329bb8522
1532;Estrés;"2025-04-02 00:00:00.000000";"Cantidad de estrés diario.";4;e5c5a979-8891-47ec-8c4d-782329bb8522
1533;Estrés;"2025-04-02 00:00:00.000000";"Habilidad para gestionar el estrés.";4;e5c5a979-8891-47ec-8c4d-782329bb8522
1534;Descanso;"2025-04-03 00:00:00.000000";"¿Has dormido suficiente?";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1535;Descanso;"2025-04-03 00:00:00.000000";"Nivel de energía al despertar.";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1536;Comida;"2025-04-03 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1537;Comida;"2025-04-03 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1538;Estrés;"2025-04-03 00:00:00.000000";"Cantidad de estrés diario.";1;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1539;Estrés;"2025-04-03 00:00:00.000000";"Habilidad para gestionar el estrés.";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1540;Descanso;"2025-04-03 00:00:00.000000";"¿Has dormido suficiente?";4;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1541;Descanso;"2025-04-03 00:00:00.000000";"Nivel de energía al despertar.";4;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1542;Comida;"2025-04-03 00:00:00.000000";"Calidad de tu alimentación.";4;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1543;Comida;"2025-04-03 00:00:00.000000";"Satisfacción con tu alimentación.";4;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1544;Estrés;"2025-04-03 00:00:00.000000";"Cantidad de estrés diario.";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1545;Estrés;"2025-04-03 00:00:00.000000";"Habilidad para gestionar el estrés.";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1546;Descanso;"2025-04-03 00:00:00.000000";"¿Has dormido suficiente?";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1547;Descanso;"2025-04-03 00:00:00.000000";"Nivel de energía al despertar.";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1548;Comida;"2025-04-03 00:00:00.000000";"Calidad de tu alimentación.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1549;Comida;"2025-04-03 00:00:00.000000";"Satisfacción con tu alimentación.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1550;Estrés;"2025-04-03 00:00:00.000000";"Cantidad de estrés diario.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1551;Estrés;"2025-04-03 00:00:00.000000";"Habilidad para gestionar el estrés.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1552;Descanso;"2025-04-03 00:00:00.000000";"¿Has dormido suficiente?";4;86e2fb75-0490-42ff-aac9-02723f1f6b61
1553;Descanso;"2025-04-03 00:00:00.000000";"Nivel de energía al despertar.";4;86e2fb75-0490-42ff-aac9-02723f1f6b61
1554;Comida;"2025-04-03 00:00:00.000000";"Calidad de tu alimentación.";1;86e2fb75-0490-42ff-aac9-02723f1f6b61
1555;Comida;"2025-04-03 00:00:00.000000";"Satisfacción con tu alimentación.";2;86e2fb75-0490-42ff-aac9-02723f1f6b61
1556;Estrés;"2025-04-03 00:00:00.000000";"Cantidad de estrés diario.";3;86e2fb75-0490-42ff-aac9-02723f1f6b61
1557;Estrés;"2025-04-03 00:00:00.000000";"Habilidad para gestionar el estrés.";4;86e2fb75-0490-42ff-aac9-02723f1f6b61
1558;Descanso;"2025-04-03 00:00:00.000000";"¿Has dormido suficiente?";3;33ec02d7-378a-4bcc-adb8-6fbe19f305c4
1559;Descanso;"2025-04-03 00:00:00.000000";"Nivel de energía al despertar.";3;33ec02d7-378a-4bcc-adb8-6fbe19f305c4
1560;Comida;"2025-04-03 00:00:00.000000";"Calidad de tu alimentación.";2;33ec02d7-378a-4bcc-adb8-6fbe19f305c4
1561;Comida;"2025-04-03 00:00:00.000000";"Satisfacción con tu alimentación.";2;33ec02d7-378a-4bcc-adb8-6fbe19f305c4
1562;Estrés;"2025-04-03 00:00:00.000000";"Cantidad de estrés diario.";3;33ec02d7-378a-4bcc-adb8-6fbe19f305c4
1563;Estrés;"2025-04-03 00:00:00.000000";"Habilidad para gestionar el estrés.";3;33ec02d7-378a-4bcc-adb8-6fbe19f305c4
1564;Descanso;"2025-04-03 00:00:00.000000";"¿Has dormido suficiente?";2;0c1257cc-da66-47c3-b4c8-96629b9d6885
1565;Descanso;"2025-04-03 00:00:00.000000";"Nivel de energía al despertar.";3;0c1257cc-da66-47c3-b4c8-96629b9d6885
1566;Comida;"2025-04-03 00:00:00.000000";"Calidad de tu alimentación.";2;0c1257cc-da66-47c3-b4c8-96629b9d6885
1567;Comida;"2025-04-03 00:00:00.000000";"Satisfacción con tu alimentación.";3;0c1257cc-da66-47c3-b4c8-96629b9d6885
1568;Estrés;"2025-04-03 00:00:00.000000";"Cantidad de estrés diario.";2;0c1257cc-da66-47c3-b4c8-96629b9d6885
1569;Estrés;"2025-04-03 00:00:00.000000";"Habilidad para gestionar el estrés.";4;0c1257cc-da66-47c3-b4c8-96629b9d6885
1570;Descanso;"2025-04-04 00:00:00.000000";"¿Has dormido suficiente?";5;9a03b075-46cc-4f91-a672-6246f55b58a6
1571;Descanso;"2025-04-04 00:00:00.000000";"Nivel de energía al despertar.";4;9a03b075-46cc-4f91-a672-6246f55b58a6
1572;Comida;"2025-04-04 00:00:00.000000";"Calidad de tu alimentación.";2;9a03b075-46cc-4f91-a672-6246f55b58a6
1573;Comida;"2025-04-04 00:00:00.000000";"Satisfacción con tu alimentación.";2;9a03b075-46cc-4f91-a672-6246f55b58a6
1574;Estrés;"2025-04-04 00:00:00.000000";"Cantidad de estrés diario.";1;9a03b075-46cc-4f91-a672-6246f55b58a6
1575;Estrés;"2025-04-04 00:00:00.000000";"Habilidad para gestionar el estrés.";5;9a03b075-46cc-4f91-a672-6246f55b58a6
1576;Descanso;"2025-04-04 00:00:00.000000";"¿Has dormido suficiente?";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1577;Descanso;"2025-04-04 00:00:00.000000";"Nivel de energía al despertar.";4;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1578;Comida;"2025-04-04 00:00:00.000000";"Calidad de tu alimentación.";4;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1579;Comida;"2025-04-04 00:00:00.000000";"Satisfacción con tu alimentación.";4;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1580;Estrés;"2025-04-04 00:00:00.000000";"Cantidad de estrés diario.";2;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1581;Estrés;"2025-04-04 00:00:00.000000";"Habilidad para gestionar el estrés.";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1582;Descanso;"2025-04-04 00:00:00.000000";"¿Has dormido suficiente?";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1583;Descanso;"2025-04-04 00:00:00.000000";"Nivel de energía al despertar.";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1584;Comida;"2025-04-04 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1585;Comida;"2025-04-04 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1586;Estrés;"2025-04-04 00:00:00.000000";"Cantidad de estrés diario.";2;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1587;Estrés;"2025-04-04 00:00:00.000000";"Habilidad para gestionar el estrés.";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1588;Descanso;"2025-04-04 00:00:00.000000";"¿Has dormido suficiente?";2;601c2b36-2377-4dda-9ff1-9e98d88f8168
1589;Descanso;"2025-04-04 00:00:00.000000";"Nivel de energía al despertar.";4;601c2b36-2377-4dda-9ff1-9e98d88f8168
1590;Comida;"2025-04-04 00:00:00.000000";"Calidad de tu alimentación.";4;601c2b36-2377-4dda-9ff1-9e98d88f8168
1591;Comida;"2025-04-04 00:00:00.000000";"Satisfacción con tu alimentación.";4;601c2b36-2377-4dda-9ff1-9e98d88f8168
1592;Estrés;"2025-04-04 00:00:00.000000";"Cantidad de estrés diario.";3;601c2b36-2377-4dda-9ff1-9e98d88f8168
1593;Estrés;"2025-04-04 00:00:00.000000";"Habilidad para gestionar el estrés.";4;601c2b36-2377-4dda-9ff1-9e98d88f8168
1594;Descanso;"2025-04-04 00:00:00.000000";"¿Has dormido suficiente?";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1595;Descanso;"2025-04-04 00:00:00.000000";"Nivel de energía al despertar.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1596;Comida;"2025-04-04 00:00:00.000000";"Calidad de tu alimentación.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1597;Comida;"2025-04-04 00:00:00.000000";"Satisfacción con tu alimentación.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1598;Estrés;"2025-04-04 00:00:00.000000";"Cantidad de estrés diario.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1599;Estrés;"2025-04-04 00:00:00.000000";"Habilidad para gestionar el estrés.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1600;Descanso;"2025-04-04 00:00:00.000000";"¿Has dormido suficiente?";5;1e63f1f1-04e5-4f78-a5ad-b6c7f8f67ff3
1601;Descanso;"2025-04-04 00:00:00.000000";"Nivel de energía al despertar.";2;1e63f1f1-04e5-4f78-a5ad-b6c7f8f67ff3
1602;Comida;"2025-04-04 00:00:00.000000";"Calidad de tu alimentación.";3;1e63f1f1-04e5-4f78-a5ad-b6c7f8f67ff3
1603;Comida;"2025-04-04 00:00:00.000000";"Satisfacción con tu alimentación.";3;1e63f1f1-04e5-4f78-a5ad-b6c7f8f67ff3
1604;Estrés;"2025-04-04 00:00:00.000000";"Cantidad de estrés diario.";5;1e63f1f1-04e5-4f78-a5ad-b6c7f8f67ff3
1605;Estrés;"2025-04-04 00:00:00.000000";"Habilidad para gestionar el estrés.";2;1e63f1f1-04e5-4f78-a5ad-b6c7f8f67ff3
1606;Descanso;"2025-04-04 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1607;Descanso;"2025-04-04 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1608;Comida;"2025-04-04 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1609;Comida;"2025-04-04 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1610;Estrés;"2025-04-04 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
1611;Estrés;"2025-04-04 00:00:00.000000";"Habilidad para gestionar el estrés.";2;c64d0195-a021-4e97-9a2d-e53cee9ec721
1612;Descanso;"2025-04-04 00:00:00.000000";"¿Has dormido suficiente?";4;38a196b4-1fea-4df0-b741-8b6622338f8e
1613;Descanso;"2025-04-04 00:00:00.000000";"Nivel de energía al despertar.";3;38a196b4-1fea-4df0-b741-8b6622338f8e
1614;Comida;"2025-04-04 00:00:00.000000";"Calidad de tu alimentación.";3;38a196b4-1fea-4df0-b741-8b6622338f8e
1615;Comida;"2025-04-04 00:00:00.000000";"Satisfacción con tu alimentación.";3;38a196b4-1fea-4df0-b741-8b6622338f8e
1616;Estrés;"2025-04-04 00:00:00.000000";"Cantidad de estrés diario.";1;38a196b4-1fea-4df0-b741-8b6622338f8e
1617;Estrés;"2025-04-04 00:00:00.000000";"Habilidad para gestionar el estrés.";4;38a196b4-1fea-4df0-b741-8b6622338f8e
1618;Descanso;"2025-04-05 00:00:00.000000";"¿Has dormido suficiente?";2;249dd873-c59b-4c8e-b5c8-3244a88515da
1619;Descanso;"2025-04-05 00:00:00.000000";"Nivel de energía al despertar.";4;249dd873-c59b-4c8e-b5c8-3244a88515da
1620;Comida;"2025-04-05 00:00:00.000000";"Calidad de tu alimentación.";5;249dd873-c59b-4c8e-b5c8-3244a88515da
1621;Comida;"2025-04-05 00:00:00.000000";"Satisfacción con tu alimentación.";5;249dd873-c59b-4c8e-b5c8-3244a88515da
1622;Estrés;"2025-04-05 00:00:00.000000";"Cantidad de estrés diario.";1;249dd873-c59b-4c8e-b5c8-3244a88515da
1623;Estrés;"2025-04-05 00:00:00.000000";"Habilidad para gestionar el estrés.";4;249dd873-c59b-4c8e-b5c8-3244a88515da
1624;Descanso;"2025-04-05 00:00:00.000000";"¿Has dormido suficiente?";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1625;Descanso;"2025-04-05 00:00:00.000000";"Nivel de energía al despertar.";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1626;Comida;"2025-04-05 00:00:00.000000";"Calidad de tu alimentación.";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1627;Comida;"2025-04-05 00:00:00.000000";"Satisfacción con tu alimentación.";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1628;Estrés;"2025-04-05 00:00:00.000000";"Cantidad de estrés diario.";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1629;Estrés;"2025-04-05 00:00:00.000000";"Habilidad para gestionar el estrés.";3;b0e9f772-d667-44bc-893b-0a6b978d7b5b
1630;Descanso;"2025-04-05 00:00:00.000000";"¿Has dormido suficiente?";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1631;Descanso;"2025-04-05 00:00:00.000000";"Nivel de energía al despertar.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1632;Comida;"2025-04-05 00:00:00.000000";"Calidad de tu alimentación.";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1633;Comida;"2025-04-05 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1634;Estrés;"2025-04-05 00:00:00.000000";"Cantidad de estrés diario.";1;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1635;Estrés;"2025-04-05 00:00:00.000000";"Habilidad para gestionar el estrés.";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
1636;Descanso;"2025-04-05 00:00:00.000000";"¿Has dormido suficiente?";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1637;Descanso;"2025-04-05 00:00:00.000000";"Nivel de energía al despertar.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1638;Comida;"2025-04-05 00:00:00.000000";"Calidad de tu alimentación.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1639;Comida;"2025-04-05 00:00:00.000000";"Satisfacción con tu alimentación.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1640;Estrés;"2025-04-05 00:00:00.000000";"Cantidad de estrés diario.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1641;Estrés;"2025-04-05 00:00:00.000000";"Habilidad para gestionar el estrés.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
1642;Descanso;"2025-04-05 00:00:00.000000";"¿Has dormido suficiente?";5;6a9234c9-7fa7-424e-9130-e61f8299d790
1643;Descanso;"2025-04-05 00:00:00.000000";"Nivel de energía al despertar.";4;6a9234c9-7fa7-424e-9130-e61f8299d790
1644;Comida;"2025-04-05 00:00:00.000000";"Calidad de tu alimentación.";5;6a9234c9-7fa7-424e-9130-e61f8299d790
1645;Comida;"2025-04-05 00:00:00.000000";"Satisfacción con tu alimentación.";5;6a9234c9-7fa7-424e-9130-e61f8299d790
1646;Estrés;"2025-04-05 00:00:00.000000";"Cantidad de estrés diario.";1;6a9234c9-7fa7-424e-9130-e61f8299d790
1647;Estrés;"2025-04-05 00:00:00.000000";"Habilidad para gestionar el estrés.";1;6a9234c9-7fa7-424e-9130-e61f8299d790
1648;Descanso;"2025-04-05 00:00:00.000000";"¿Has dormido suficiente?";5;59728cc4-ada3-4d78-9cae-3376d30ca010
1649;Descanso;"2025-04-05 00:00:00.000000";"Nivel de energía al despertar.";4;59728cc4-ada3-4d78-9cae-3376d30ca010
1650;Comida;"2025-04-05 00:00:00.000000";"Calidad de tu alimentación.";3;59728cc4-ada3-4d78-9cae-3376d30ca010
1651;Comida;"2025-04-05 00:00:00.000000";"Satisfacción con tu alimentación.";3;59728cc4-ada3-4d78-9cae-3376d30ca010
1652;Estrés;"2025-04-05 00:00:00.000000";"Cantidad de estrés diario.";0;59728cc4-ada3-4d78-9cae-3376d30ca010
1653;Estrés;"2025-04-05 00:00:00.000000";"Habilidad para gestionar el estrés.";0;59728cc4-ada3-4d78-9cae-3376d30ca010
1654;Descanso;"2025-04-05 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1655;Descanso;"2025-04-05 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1656;Comida;"2025-04-05 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1657;Comida;"2025-04-05 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
1658;Estrés;"2025-04-05 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
