message_id,category,template_text,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
REC_VO2_LOWER_SEVERITY2_V1,recuperación,mensaje REC_VO2_LOWER_SEVERITY2_V1,,,,,,
REC_VO2_LOWER_SEVERITY2_V2,recuperación,mensaje REC_VO2_LOWER_SEVERITY2_V2,,,,,,
REC_VO2_LOWER_SEVERITY2_V3,recuperación,mensaje REC_VO2_LOWER_SEVERITY2_V3,,,,,,
REC_VO2_LOWER_SEVERITY2_V4,recuperación,mensaje REC_VO2_LOWER_SEVERITY2_V4,,,,,,
REC_VO2_LOWER_SEVERITY2_V5,recuperación,mensaje REC_VO2_LOWER_SEVERITY2_V5,,,,,,
REC_VO2_LOWER_SEVERITY2_V6,recuperación,mensaje REC_VO2_LOWER_SEVERITY2_V6,,,,,,
REC_VO2_LOWER_SEVERITY2_V7,recuperación,mensaje REC_VO2_LOWER_SEVERITY2_V7,,,,,,
REC_VO2_LOWER_SEVERITY2_V8,recuperación,mensaje REC_VO2_LOWER_SEVERITY2_V8,,,,,,
REC_VO2_LOWER_SEVERITY2_V9,recuperación,mensaje REC_VO2_LOWER_SEVERITY2_V9,,,,,,
REC_VO2_LOWER_SEVERITY2_V10,recuperación,mensaje REC_VO2_LOWER_SEVERITY2_V10,,,,,,
REC_VO2_LOWER_SEVERITY3_V1,recuperación,mensaje REC_VO2_LOWER_SEVERITY3_V1,,,,,,
REC_VO2_LOWER_SEVERITY3_V2,recuperación,mensaje REC_VO2_LOWER_SEVERITY3_V2,,,,,,
REC_VO2_LOWER_SEVERITY3_V3,recuperación,mensaje REC_VO2_LOWER_SEVERITY3_V3,,,,,,
REC_VO2_LOWER_SEVERITY3_V4,recuperación,mensaje REC_VO2_LOWER_SEVERITY3_V4,,,,,,
REC_VO2_LOWER_SEVERITY3_V5,recuperación,mensaje REC_VO2_LOWER_SEVERITY3_V5,,,,,,
REC_VO2_LOWER_SEVERITY3_V6,recuperación,mensaje REC_VO2_LOWER_SEVERITY3_V6,,,,,,
REC_VO2_LOWER_SEVERITY3_V7,recuperación,mensaje REC_VO2_LOWER_SEVERITY3_V7,,,,,,
REC_VO2_LOWER_SEVERITY3_V8,recuperación,mensaje REC_VO2_LOWER_SEVERITY3_V8,,,,,,
REC_VO2_LOWER_SEVERITY3_V9,recuperación,mensaje REC_VO2_LOWER_SEVERITY3_V9,,,,,,
REC_VO2_LOWER_SEVERITY3_V10,recuperación,mensaje REC_VO2_LOWER_SEVERITY3_V10,,,,,,
REC_VO2_UPPER_SEVERITY1_V1,recuperación,mensaje REC_VO2_UPPER_SEVERITY1_V1,,,,,,
REC_VO2_UPPER_SEVERITY1_V2,recuperación,mensaje REC_VO2_UPPER_SEVERITY1_V2,,,,,,
REC_VO2_UPPER_SEVERITY1_V3,recuperación,mensaje REC_VO2_UPPER_SEVERITY1_V3,,,,,,
REC_VO2_UPPER_SEVERITY1_V4,recuperación,mensaje REC_VO2_UPPER_SEVERITY1_V4,,,,,,
REC_VO2_UPPER_SEVERITY1_V5,recuperación,mensaje REC_VO2_UPPER_SEVERITY1_V5,,,,,,
REC_VO2_UPPER_SEVERITY1_V6,recuperación,mensaje REC_VO2_UPPER_SEVERITY1_V6,,,,,,
REC_VO2_UPPER_SEVERITY1_V7,recuperación,mensaje REC_VO2_UPPER_SEVERITY1_V7,,,,,,
REC_VO2_UPPER_SEVERITY1_V8,recuperación,mensaje REC_VO2_UPPER_SEVERITY1_V8,,,,,,
REC_VO2_UPPER_SEVERITY1_V9,recuperación,mensaje REC_VO2_UPPER_SEVERITY1_V9,,,,,,
REC_VO2_UPPER_SEVERITY1_V10,recuperación,mensaje REC_VO2_UPPER_SEVERITY1_V10,,,,,,
REC_VO2_UPPER_SEVERITY2_V1,recuperación,mensaje REC_VO2_UPPER_SEVERITY2_V1,,,,,,
REC_VO2_UPPER_SEVERITY2_V2,recuperación,mensaje REC_VO2_UPPER_SEVERITY2_V2,,,,,,
REC_VO2_UPPER_SEVERITY2_V3,recuperación,mensaje REC_VO2_UPPER_SEVERITY2_V3,,,,,,
REC_VO2_UPPER_SEVERITY2_V4,recuperación,mensaje REC_VO2_UPPER_SEVERITY2_V4,,,,,,
REC_VO2_UPPER_SEVERITY2_V5,recuperación,mensaje REC_VO2_UPPER_SEVERITY2_V5,,,,,,
REC_VO2_UPPER_SEVERITY2_V6,recuperación,mensaje REC_VO2_UPPER_SEVERITY2_V6,,,,,,
REC_VO2_UPPER_SEVERITY2_V7,recuperación,mensaje REC_VO2_UPPER_SEVERITY2_V7,,,,,,
REC_VO2_UPPER_SEVERITY2_V8,recuperación,mensaje REC_VO2_UPPER_SEVERITY2_V8,,,,,,
REC_VO2_UPPER_SEVERITY2_V9,recuperación,mensaje REC_VO2_UPPER_SEVERITY2_V9,,,,,,
REC_VO2_UPPER_SEVERITY2_V10,recuperación,mensaje REC_VO2_UPPER_SEVERITY2_V10,,,,,,
REC_HRV_RHR_LOWER_SEVERITY1_V1,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY1_V1,,,,,,
REC_HRV_RHR_LOWER_SEVERITY1_V2,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY1_V2,,,,,,
REC_HRV_RHR_LOWER_SEVERITY1_V3,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY1_V3,,,,,,
REC_HRV_RHR_LOWER_SEVERITY1_V4,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY1_V4,,,,,,
REC_HRV_RHR_LOWER_SEVERITY1_V5,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY1_V5,,,,,,
REC_HRV_RHR_LOWER_SEVERITY1_V6,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY1_V6,,,,,,
REC_HRV_RHR_LOWER_SEVERITY1_V7,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY1_V7,,,,,,
REC_HRV_RHR_LOWER_SEVERITY1_V8,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY1_V8,,,,,,
REC_HRV_RHR_LOWER_SEVERITY1_V9,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY1_V9,,,,,,
REC_HRV_RHR_LOWER_SEVERITY1_V10,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY1_V10,,,,,,
REC_HRV_RHR_LOWER_SEVERITY2_V1,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY2_V1,,,,,,
REC_HRV_RHR_LOWER_SEVERITY2_V2,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY2_V2,,,,,,
REC_HRV_RHR_LOWER_SEVERITY2_V3,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY2_V3,,,,,,
REC_HRV_RHR_LOWER_SEVERITY2_V4,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY2_V4,,,,,,
REC_HRV_RHR_LOWER_SEVERITY2_V5,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY2_V5,,,,,,
REC_HRV_RHR_LOWER_SEVERITY2_V6,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY2_V6,,,,,,
REC_HRV_RHR_LOWER_SEVERITY2_V7,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY2_V7,,,,,,
REC_HRV_RHR_LOWER_SEVERITY2_V8,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY2_V8,,,,,,
REC_HRV_RHR_LOWER_SEVERITY2_V9,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY2_V9,,,,,,
REC_HRV_RHR_LOWER_SEVERITY2_V10,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY2_V10,,,,,,
REC_HRV_RHR_LOWER_SEVERITY3_V1,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY3_V1,,,,,,
REC_HRV_RHR_LOWER_SEVERITY3_V2,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY3_V2,,,,,,
REC_HRV_RHR_LOWER_SEVERITY3_V3,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY3_V3,,,,,,
REC_HRV_RHR_LOWER_SEVERITY3_V4,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY3_V4,,,,,,
REC_HRV_RHR_LOWER_SEVERITY3_V5,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY3_V5,,,,,,
REC_HRV_RHR_LOWER_SEVERITY3_V6,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY3_V6,,,,,,
REC_HRV_RHR_LOWER_SEVERITY3_V7,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY3_V7,,,,,,
REC_HRV_RHR_LOWER_SEVERITY3_V8,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY3_V8,,,,,,
REC_HRV_RHR_LOWER_SEVERITY3_V9,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY3_V9,,,,,,
REC_HRV_RHR_LOWER_SEVERITY3_V10,recuperación,mensaje REC_HRV_RHR_LOWER_SEVERITY3_V10,,,,,,
REC_HRV_RHR_UPPER_SEVERITY1_V1,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY1_V1,,,,,,
REC_HRV_RHR_UPPER_SEVERITY1_V2,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY1_V2,,,,,,
REC_HRV_RHR_UPPER_SEVERITY1_V3,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY1_V3,,,,,,
REC_HRV_RHR_UPPER_SEVERITY1_V4,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY1_V4,,,,,,
REC_HRV_RHR_UPPER_SEVERITY1_V5,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY1_V5,,,,,,
REC_HRV_RHR_UPPER_SEVERITY1_V6,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY1_V6,,,,,,
REC_HRV_RHR_UPPER_SEVERITY1_V7,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY1_V7,,,,,,
REC_HRV_RHR_UPPER_SEVERITY1_V8,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY1_V8,,,,,,
REC_HRV_RHR_UPPER_SEVERITY1_V9,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY1_V9,,,,,,
REC_HRV_RHR_UPPER_SEVERITY1_V10,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY1_V10,,,,,,
REC_HRV_RHR_UPPER_SEVERITY2_V1,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY2_V1,,,,,,
REC_HRV_RHR_UPPER_SEVERITY2_V2,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY2_V2,,,,,,
REC_HRV_RHR_UPPER_SEVERITY2_V3,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY2_V3,,,,,,
REC_HRV_RHR_UPPER_SEVERITY2_V4,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY2_V4,,,,,,
REC_HRV_RHR_UPPER_SEVERITY2_V5,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY2_V5,,,,,,
REC_HRV_RHR_UPPER_SEVERITY2_V6,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY2_V6,,,,,,
REC_HRV_RHR_UPPER_SEVERITY2_V7,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY2_V7,,,,,,
REC_HRV_RHR_UPPER_SEVERITY2_V8,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY2_V8,,,,,,
REC_HRV_RHR_UPPER_SEVERITY2_V9,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY2_V9,,,,,,
REC_HRV_RHR_UPPER_SEVERITY2_V10,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY2_V10,,,,,,
REC_HRV_RHR_UPPER_SEVERITY3_V1,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY3_V1,,,,,,
REC_HRV_RHR_UPPER_SEVERITY3_V2,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY3_V2,,,,,,
REC_HRV_RHR_UPPER_SEVERITY3_V3,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY3_V3,,,,,,
REC_HRV_RHR_UPPER_SEVERITY3_V4,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY3_V4,,,,,,
REC_HRV_RHR_UPPER_SEVERITY3_V5,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY3_V5,,,,,,
REC_HRV_RHR_UPPER_SEVERITY3_V6,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY3_V6,,,,,,
REC_HRV_RHR_UPPER_SEVERITY3_V7,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY3_V7,,,,,,
REC_HRV_RHR_UPPER_SEVERITY3_V8,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY3_V8,,,,,,
REC_HRV_RHR_UPPER_SEVERITY3_V9,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY3_V9,,,,,,
REC_HRV_RHR_UPPER_SEVERITY3_V10,recuperación,mensaje REC_HRV_RHR_UPPER_SEVERITY3_V10,,,,,,
REC_READINESS_LOWER_SEVERITY1_V1,recuperación,mensaje REC_READINESS_LOWER_SEVERITY1_V1,,,,,,
REC_READINESS_LOWER_SEVERITY1_V2,recuperación,mensaje REC_READINESS_LOWER_SEVERITY1_V2,,,,,,
REC_READINESS_LOWER_SEVERITY1_V3,recuperación,mensaje REC_READINESS_LOWER_SEVERITY1_V3,,,,,,
REC_READINESS_LOWER_SEVERITY1_V4,recuperación,mensaje REC_READINESS_LOWER_SEVERITY1_V4,,,,,,
REC_READINESS_LOWER_SEVERITY1_V5,recuperación,mensaje REC_READINESS_LOWER_SEVERITY1_V5,,,,,,
REC_READINESS_LOWER_SEVERITY1_V6,recuperación,mensaje REC_READINESS_LOWER_SEVERITY1_V6,,,,,,
REC_READINESS_LOWER_SEVERITY1_V7,recuperación,mensaje REC_READINESS_LOWER_SEVERITY1_V7,,,,,,
REC_READINESS_LOWER_SEVERITY1_V8,recuperación,mensaje REC_READINESS_LOWER_SEVERITY1_V8,,,,,,
REC_READINESS_LOWER_SEVERITY1_V9,recuperación,mensaje REC_READINESS_LOWER_SEVERITY1_V9,,,,,,
REC_READINESS_LOWER_SEVERITY1_V10,recuperación,mensaje REC_READINESS_LOWER_SEVERITY1_V10,,,,,,
REC_READINESS_LOWER_SEVERITY2_V1,recuperación,mensaje REC_READINESS_LOWER_SEVERITY2_V1,,,,,,
REC_READINESS_LOWER_SEVERITY2_V2,recuperación,mensaje REC_READINESS_LOWER_SEVERITY2_V2,,,,,,
REC_READINESS_LOWER_SEVERITY2_V3,recuperación,mensaje REC_READINESS_LOWER_SEVERITY2_V3,,,,,,
REC_READINESS_LOWER_SEVERITY2_V4,recuperación,mensaje REC_READINESS_LOWER_SEVERITY2_V4,,,,,,
REC_READINESS_LOWER_SEVERITY2_V5,recuperación,mensaje REC_READINESS_LOWER_SEVERITY2_V5,,,,,,
REC_READINESS_LOWER_SEVERITY2_V6,recuperación,mensaje REC_READINESS_LOWER_SEVERITY2_V6,,,,,,
REC_READINESS_LOWER_SEVERITY2_V7,recuperación,mensaje REC_READINESS_LOWER_SEVERITY2_V7,,,,,,
REC_READINESS_LOWER_SEVERITY2_V8,recuperación,mensaje REC_READINESS_LOWER_SEVERITY2_V8,,,,,,
REC_READINESS_LOWER_SEVERITY2_V9,recuperación,mensaje REC_READINESS_LOWER_SEVERITY2_V9,,,,,,
REC_READINESS_LOWER_SEVERITY2_V10,recuperación,mensaje REC_READINESS_LOWER_SEVERITY2_V10,,,,,,
REC_READINESS_LOWER_SEVERITY3_V1,recuperación,mensaje REC_READINESS_LOWER_SEVERITY3_V1,,,,,,
REC_READINESS_LOWER_SEVERITY3_V2,recuperación,mensaje REC_READINESS_LOWER_SEVERITY3_V2,,,,,,
REC_READINESS_LOWER_SEVERITY3_V3,recuperación,mensaje REC_READINESS_LOWER_SEVERITY3_V3,,,,,,
REC_READINESS_LOWER_SEVERITY3_V4,recuperación,mensaje REC_READINESS_LOWER_SEVERITY3_V4,,,,,,
REC_READINESS_LOWER_SEVERITY3_V5,recuperación,mensaje REC_READINESS_LOWER_SEVERITY3_V5,,,,,,
REC_READINESS_LOWER_SEVERITY3_V6,recuperación,mensaje REC_READINESS_LOWER_SEVERITY3_V6,,,,,,
REC_READINESS_LOWER_SEVERITY3_V7,recuperación,mensaje REC_READINESS_LOWER_SEVERITY3_V7,,,,,,
REC_READINESS_LOWER_SEVERITY3_V8,recuperación,mensaje REC_READINESS_LOWER_SEVERITY3_V8,,,,,,
REC_READINESS_LOWER_SEVERITY3_V9,recuperación,mensaje REC_READINESS_LOWER_SEVERITY3_V9,,,,,,
REC_READINESS_LOWER_SEVERITY3_V10,recuperación,mensaje REC_READINESS_LOWER_SEVERITY3_V10,,,,,,
REC_READINESS_UPPER_SEVERITY1_V1,recuperación,mensaje REC_READINESS_UPPER_SEVERITY1_V1,,,,,,
REC_READINESS_UPPER_SEVERITY1_V2,recuperación,mensaje REC_READINESS_UPPER_SEVERITY1_V2,,,,,,
REC_READINESS_UPPER_SEVERITY1_V3,recuperación,mensaje REC_READINESS_UPPER_SEVERITY1_V3,,,,,,
REC_READINESS_UPPER_SEVERITY1_V4,recuperación,mensaje REC_READINESS_UPPER_SEVERITY1_V4,,,,,,
REC_READINESS_UPPER_SEVERITY1_V5,recuperación,mensaje REC_READINESS_UPPER_SEVERITY1_V5,,,,,,
REC_READINESS_UPPER_SEVERITY1_V6,recuperación,mensaje REC_READINESS_UPPER_SEVERITY1_V6,,,,,,
REC_READINESS_UPPER_SEVERITY1_V7,recuperación,mensaje REC_READINESS_UPPER_SEVERITY1_V7,,,,,,
REC_READINESS_UPPER_SEVERITY1_V8,recuperación,mensaje REC_READINESS_UPPER_SEVERITY1_V8,,,,,,
REC_READINESS_UPPER_SEVERITY1_V9,recuperación,mensaje REC_READINESS_UPPER_SEVERITY1_V9,,,,,,
REC_READINESS_UPPER_SEVERITY1_V10,recuperación,mensaje REC_READINESS_UPPER_SEVERITY1_V10,,,,,,
REC_READINESS_UPPER_SEVERITY2_V1,recuperación,mensaje REC_READINESS_UPPER_SEVERITY2_V1,,,,,,
REC_READINESS_UPPER_SEVERITY2_V2,recuperación,mensaje REC_READINESS_UPPER_SEVERITY2_V2,,,,,,
REC_READINESS_UPPER_SEVERITY2_V3,recuperación,mensaje REC_READINESS_UPPER_SEVERITY2_V3,,,,,,
REC_READINESS_UPPER_SEVERITY2_V4,recuperación,mensaje REC_READINESS_UPPER_SEVERITY2_V4,,,,,,
REC_READINESS_UPPER_SEVERITY2_V5,recuperación,mensaje REC_READINESS_UPPER_SEVERITY2_V5,,,,,,
REC_READINESS_UPPER_SEVERITY2_V6,recuperación,mensaje REC_READINESS_UPPER_SEVERITY2_V6,,,,,,
REC_READINESS_UPPER_SEVERITY2_V7,recuperación,mensaje REC_READINESS_UPPER_SEVERITY2_V7,,,,,,
REC_READINESS_UPPER_SEVERITY2_V8,recuperación,mensaje REC_READINESS_UPPER_SEVERITY2_V8,,,,,,
REC_READINESS_UPPER_SEVERITY2_V9,recuperación,mensaje REC_READINESS_UPPER_SEVERITY2_V9,,,,,,
REC_READINESS_UPPER_SEVERITY2_V10,recuperación,mensaje REC_READINESS_UPPER_SEVERITY2_V10,,,,,,
REC_TRIMP_LOWER_SEVERITY1_V1,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY1_V1,,,,,,
REC_TRIMP_LOWER_SEVERITY1_V2,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY1_V2,,,,,,
REC_TRIMP_LOWER_SEVERITY1_V3,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY1_V3,,,,,,
REC_TRIMP_LOWER_SEVERITY1_V4,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY1_V4,,,,,,
REC_TRIMP_LOWER_SEVERITY1_V5,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY1_V5,,,,,,
REC_TRIMP_LOWER_SEVERITY1_V6,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY1_V6,,,,,,
REC_TRIMP_LOWER_SEVERITY1_V7,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY1_V7,,,,,,
REC_TRIMP_LOWER_SEVERITY1_V8,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY1_V8,,,,,,
REC_TRIMP_LOWER_SEVERITY1_V9,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY1_V9,,,,,,
REC_TRIMP_LOWER_SEVERITY1_V10,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY1_V10,,,,,,
REC_TRIMP_LOWER_SEVERITY2_V1,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY2_V1,,,,,,
REC_TRIMP_LOWER_SEVERITY2_V2,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY2_V2,,,,,,
REC_TRIMP_LOWER_SEVERITY2_V3,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY2_V3,,,,,,
REC_TRIMP_LOWER_SEVERITY2_V4,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY2_V4,,,,,,
REC_TRIMP_LOWER_SEVERITY2_V5,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY2_V5,,,,,,
REC_TRIMP_LOWER_SEVERITY2_V6,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY2_V6,,,,,,
REC_TRIMP_LOWER_SEVERITY2_V7,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY2_V7,,,,,,
REC_TRIMP_LOWER_SEVERITY2_V8,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY2_V8,,,,,,
REC_TRIMP_LOWER_SEVERITY2_V9,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY2_V9,,,,,,
REC_TRIMP_LOWER_SEVERITY2_V10,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY2_V10,,,,,,
REC_TRIMP_LOWER_SEVERITY3_V1,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY3_V1,,,,,,
REC_TRIMP_LOWER_SEVERITY3_V2,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY3_V2,,,,,,
REC_TRIMP_LOWER_SEVERITY3_V3,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY3_V3,,,,,,
REC_TRIMP_LOWER_SEVERITY3_V4,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY3_V4,,,,,,
REC_TRIMP_LOWER_SEVERITY3_V5,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY3_V5,,,,,,
REC_TRIMP_LOWER_SEVERITY3_V6,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY3_V6,,,,,,
REC_TRIMP_LOWER_SEVERITY3_V7,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY3_V7,,,,,,
REC_TRIMP_LOWER_SEVERITY3_V8,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY3_V8,,,,,,
REC_TRIMP_LOWER_SEVERITY3_V9,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY3_V9,,,,,,
REC_TRIMP_LOWER_SEVERITY3_V10,recuperación,mensaje REC_TRIMP_LOWER_SEVERITY3_V10,,,,,,
REC_TRIMP_UPPER_SEVERITY1_V1,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY1_V1,,,,,,
REC_TRIMP_UPPER_SEVERITY1_V2,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY1_V2,,,,,,
REC_TRIMP_UPPER_SEVERITY1_V3,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY1_V3,,,,,,
REC_TRIMP_UPPER_SEVERITY1_V4,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY1_V4,,,,,,
REC_TRIMP_UPPER_SEVERITY1_V5,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY1_V5,,,,,,
REC_TRIMP_UPPER_SEVERITY1_V6,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY1_V6,,,,,,
REC_TRIMP_UPPER_SEVERITY1_V7,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY1_V7,,,,,,
REC_TRIMP_UPPER_SEVERITY1_V8,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY1_V8,,,,,,
REC_TRIMP_UPPER_SEVERITY1_V9,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY1_V9,,,,,,
REC_TRIMP_UPPER_SEVERITY1_V10,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY1_V10,,,,,,
REC_TRIMP_UPPER_SEVERITY2_V1,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY2_V1,,,,,,
REC_TRIMP_UPPER_SEVERITY2_V2,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY2_V2,,,,,,
REC_TRIMP_UPPER_SEVERITY2_V3,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY2_V3,,,,,,
REC_TRIMP_UPPER_SEVERITY2_V4,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY2_V4,,,,,,
REC_TRIMP_UPPER_SEVERITY2_V5,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY2_V5,,,,,,
REC_TRIMP_UPPER_SEVERITY2_V6,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY2_V6,,,,,,
REC_TRIMP_UPPER_SEVERITY2_V7,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY2_V7,,,,,,
REC_TRIMP_UPPER_SEVERITY2_V8,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY2_V8,,,,,,
REC_TRIMP_UPPER_SEVERITY2_V9,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY2_V9,,,,,,
REC_TRIMP_UPPER_SEVERITY2_V10,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY2_V10,,,,,,
REC_TRIMP_UPPER_SEVERITY3_V1,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY3_V1,,,,,,
REC_TRIMP_UPPER_SEVERITY3_V2,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY3_V2,,,,,,
REC_TRIMP_UPPER_SEVERITY3_V3,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY3_V3,,,,,,
REC_TRIMP_UPPER_SEVERITY3_V4,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY3_V4,,,,,,
REC_TRIMP_UPPER_SEVERITY3_V5,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY3_V5,,,,,,
REC_TRIMP_UPPER_SEVERITY3_V6,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY3_V6,,,,,,
REC_TRIMP_UPPER_SEVERITY3_V7,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY3_V7,,,,,,
REC_TRIMP_UPPER_SEVERITY3_V8,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY3_V8,,,,,,
REC_TRIMP_UPPER_SEVERITY3_V9,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY3_V9,,,,,,
REC_TRIMP_UPPER_SEVERITY3_V10,recuperación,mensaje REC_TRIMP_UPPER_SEVERITY3_V10,,,,,,
SLP_SCORE_COMPARATIVE_LOWER_SEVERITY1_V1,sueño,mensaje SLP_SCORE_COMPARATIVE_LOWER_SEVERITY1_V1,,,,,,
SLP_SCORE_COMPARATIVE_LOWER_SEVERITY1_V2,sueño,mensaje SLP_SCORE_COMPARATIVE_LOWER_SEVERITY1_V2,,,,,,
SLP_SCORE_COMPARATIVE_LOWER_SEVERITY1_V3,sueño,mensaje SLP_SCORE_COMPARATIVE_LOWER_SEVERITY1_V3,,,,,,
